transaction_id,customer_id,timestamp,amount,transaction_type,country
TXN_100065,CUST_1021,2026-06-27 21:00:00,67.1,CASH_DEPOSIT,CA
TXN_100066,CUST_1053,2026-06-12 04:00:00,2649.25,CASH_DEPOSIT,US
TXN_100067,CUST_1004,2026-06-08 03:00:00,89.6,WIRE_TRANSFER,US
TXN_100068,CUST_1046,2026-06-04 22:00:00,1952.44,PAYMENT,KY
TXN_100069,CUST_1029,2026-05-19 16:00:00,483.78,PAYMENT,US
TXN_100070,CUST_1054,2026-05-26 04:00:00,4941.07,WIRE_TRANSFER,CA
TXN_100071,CUST_1008,2026-05-12 20:00:00,295.46,CASH_DEPOSIT,US
TXN_100072,CUST_1033,2026-06-01 21:00:00,312.93,PAYMENT,CY
TXN_100073,CUST_1000,2026-05-16 06:00:00,1222.35,PAYMENT,US
TXN_100074,CUST_1066,2026-05-12 15:00:00,2137.27,ATM_WITHDRAWAL,US
TXN_100075,CUST_1077,2026-05-28 04:00:00,72.37,ATM_WITHDRAWAL,MX
TXN_100076,CUST_1068,2026-05-12 15:00:00,2171.85,WIRE_TRANSFER,CA
TXN_100077,CUST_1099,2026-06-02 04:00:00,83.88,ATM_WITHDRAWAL,CY
TXN_100078,CUST_1099,2026-06-03 19:00:00,33.13,ATM_WITHDRAWAL,CY
TXN_100079,CUST_1095,2026-05-01 23:00:00,1737.85,CASH_DEPOSIT,US
TXN_100080,CUST_1079,2026-06-24 01:00:00,3038.35,CASH_DEPOSIT,US
TXN_100081,CUST_1083,2026-05-24 11:00:00,1287.75,WIRE_TRANSFER,US
TXN_100082,CUST_1060,2026-06-20 10:00:00,1485.01,CASH_DEPOSIT,CA
TXN_100083,CUST_1039,2026-05-10 10:00:00,490.23,PAYMENT,US
TXN_100084,CUST_1045,2026-05-02 18:00:00,1733.31,WIRE_TRANSFER,US
TXN_100085,CUST_1007,2026-05-29 09:00:00,634.69,WIRE_TRANSFER,US
TXN_100086,CUST_1006,2026-05-04 20:00:00,1497.1,WIRE_TRANSFER,MX
TXN_100087,CUST_1035,2026-05-25 20:00:00,507.0,CASH_DEPOSIT,US
TXN_100088,CUST_1072,2026-05-24 02:00:00,1983.18,CASH_DEPOSIT,US
TXN_100089,CUST_1095,2026-05-24 22:00:00,1247.85,WIRE_TRANSFER,US
TXN_100090,CUST_1054,2026-05-13 22:00:00,418.18,CASH_DEPOSIT,US
TXN_100091,CUST_1061,2026-05-20 15:00:00,588.6,CASH_DEPOSIT,MX
TXN_100092,CUST_1048,2026-06-05 11:00:00,3546.86,CASH_DEPOSIT,US
TXN_100093,CUST_1070,2026-05-28 13:00:00,4521.92,ATM_WITHDRAWAL,US
TXN_100094,CUST_1015,2026-06-22 04:00:00,1393.62,ATM_WITHDRAWAL,US
TXN_100095,CUST_1084,2026-06-05 20:00:00,2290.05,ATM_WITHDRAWAL,US
TXN_100096,CUST_1052,2026-06-11 06:00:00,1206.19,WIRE_TRANSFER,US
TXN_100097,CUST_1086,2026-05-29 10:00:00,196.76,ATM_WITHDRAWAL,US
TXN_100098,CUST_1073,2026-06-27 11:00:00,169.91,CASH_DEPOSIT,US
TXN_100099,CUST_1012,2026-06-09 09:00:00,2597.78,CASH_DEPOSIT,CA
TXN_100100,CUST_1004,2026-05-29 04:00:00,6483.19,WIRE_TRANSFER,US
TXN_100101,CUST_1064,2026-05-22 19:00:00,4423.25,CASH_DEPOSIT,KY
TXN_100102,CUST_1003,2026-06-05 05:00:00,140.79,PAYMENT,CA
TXN_100103,CUST_1053,2026-06-08 09:00:00,611.28,WIRE_TRANSFER,US
TXN_100104,CUST_1044,2026-05-13 17:00:00,1281.1,PAYMENT,CA
TXN_100105,CUST_1071,2026-06-10 06:00:00,1724.03,CASH_DEPOSIT,US
TXN_100106,CUST_1062,2026-06-29 16:00:00,3054.25,CASH_DEPOSIT,US
TXN_100107,CUST_1005,2026-06-27 11:00:00,5263.79,CASH_DEPOSIT,US
TXN_100108,CUST_1020,2026-05-16 21:00:00,7445.24,CASH_DEPOSIT,US
TXN_100109,CUST_1098,2026-05-19 19:00:00,1120.67,CASH_DEPOSIT,US
TXN_100110,CUST_1013,2026-05-15 00:00:00,1800.66,CASH_DEPOSIT,US
TXN_100111,CUST_1086,2026-06-26 10:00:00,4790.43,PAYMENT,US
TXN_100112,CUST_1075,2026-05-24 20:00:00,288.92,PAYMENT,US
TXN_100113,CUST_1007,2026-06-27 17:00:00,131.38,PAYMENT,KY
TXN_100114,CUST_1063,2026-05-27 21:00:00,1162.12,ATM_WITHDRAWAL,US
TXN_100115,CUST_1083,2026-05-13 15:00:00,224.39,CASH_DEPOSIT,US
TXN_100116,CUST_1005,2026-05-18 18:00:00,1315.41,PAYMENT,MX
TXN_100117,CUST_1009,2026-06-25 17:00:00,79.41,ATM_WITHDRAWAL,US
TXN_100118,CUST_1032,2026-06-23 00:00:00,6556.41,WIRE_TRANSFER,US
TXN_100119,CUST_1084,2026-05-26 21:00:00,2778.87,ATM_WITHDRAWAL,CA
TXN_100120,CUST_1097,2026-06-10 02:00:00,489.08,ATM_WITHDRAWAL,US
TXN_100121,CUST_1005,2026-05-28 16:00:00,12268.67,CASH_DEPOSIT,KY
TXN_100122,CUST_1052,2026-05-23 04:00:00,4354.26,CASH_DEPOSIT,CA
TXN_100123,CUST_1016,2026-05-21 13:00:00,217.44,CASH_DEPOSIT,CY
TXN_100124,CUST_1076,2026-05-04 00:00:00,2132.04,CASH_DEPOSIT,US
TXN_100125,CUST_1094,2026-05-08 06:00:00,1044.23,WIRE_TRANSFER,US
TXN_100126,CUST_1002,2026-06-28 17:00:00,2552.38,PAYMENT,CY
TXN_100127,CUST_1093,2026-05-30 16:00:00,991.02,PAYMENT,US
TXN_100128,CUST_1084,2026-05-14 01:00:00,369.22,ATM_WITHDRAWAL,US
TXN_100129,CUST_1097,2026-06-07 17:00:00,1528.56,WIRE_TRANSFER,US
TXN_100130,CUST_1050,2026-06-03 19:00:00,1092.29,CASH_DEPOSIT,CA
TXN_100131,CUST_1029,2026-06-24 09:00:00,1804.21,ATM_WITHDRAWAL,CA
TXN_100132,CUST_1009,2026-06-25 16:00:00,2207.47,WIRE_TRANSFER,US
TXN_100133,CUST_1068,2026-06-03 05:00:00,650.22,CASH_DEPOSIT,US
TXN_100134,CUST_1042,2026-06-17 10:00:00,1165.9,ATM_WITHDRAWAL,US
TXN_100135,CUST_1079,2026-05-31 10:00:00,1804.34,WIRE_TRANSFER,US
TXN_100136,CUST_1003,2026-06-25 02:00:00,973.57,PAYMENT,US
TXN_100137,CUST_1049,2026-06-27 18:00:00,2597.19,ATM_WITHDRAWAL,US
TXN_100138,CUST_1041,2026-05-22 20:00:00,202.83,WIRE_TRANSFER,US
TXN_100139,CUST_1089,2026-06-15 01:00:00,1060.01,CASH_DEPOSIT,US
TXN_100140,CUST_1072,2026-05-26 14:00:00,1756.09,CASH_DEPOSIT,US
TXN_100141,CUST_1062,2026-06-17 16:00:00,3050.86,WIRE_TRANSFER,US
TXN_100142,CUST_1098,2026-06-21 14:00:00,704.18,ATM_WITHDRAWAL,US
TXN_100143,CUST_1089,2026-05-28 22:00:00,941.34,WIRE_TRANSFER,CA
TXN_100144,CUST_1013,2026-06-28 23:00:00,1884.24,ATM_WITHDRAWAL,MX
TXN_100145,CUST_1017,2026-06-27 05:00:00,769.16,ATM_WITHDRAWAL,US
TXN_100146,CUST_1027,2026-05-10 06:00:00,2765.54,CASH_DEPOSIT,US
TXN_100147,CUST_1043,2026-05-25 16:00:00,1360.6,CASH_DEPOSIT,US
TXN_100148,CUST_1066,2026-06-10 12:00:00,146.4,WIRE_TRANSFER,US
TXN_100149,CUST_1033,2026-06-16 07:00:00,857.55,PAYMENT,US
TXN_100150,CUST_1040,2026-06-06 05:00:00,1567.34,PAYMENT,US
TXN_100151,CUST_1055,2026-06-28 12:00:00,1406.25,WIRE_TRANSFER,US
TXN_100152,CUST_1021,2026-05-21 05:00:00,433.46,WIRE_TRANSFER,US
TXN_100153,CUST_1074,2026-05-30 23:00:00,2780.72,ATM_WITHDRAWAL,US
TXN_100154,CUST_1030,2026-06-09 04:00:00,8857.25,PAYMENT,MX
TXN_100155,CUST_1083,2026-05-28 10:00:00,17.97,PAYMENT,KY
TXN_100156,CUST_1093,2026-06-25 05:00:00,2589.39,ATM_WITHDRAWAL,CA
TXN_100157,CUST_1074,2026-05-08 18:00:00,2211.21,CASH_DEPOSIT,US
TXN_100158,CUST_1067,2026-05-19 19:00:00,2009.11,CASH_DEPOSIT,US
TXN_100159,CUST_1000,2026-05-26 13:00:00,147.01,PAYMENT,US
TXN_100160,CUST_1099,2026-05-13 10:00:00,89.82,ATM_WITHDRAWAL,US
TXN_100161,CUST_1009,2026-05-05 22:00:00,6911.8,WIRE_TRANSFER,US
TXN_100162,CUST_1001,2026-05-20 00:00:00,1726.21,ATM_WITHDRAWAL,CA
TXN_100163,CUST_1074,2026-05-15 23:00:00,806.14,WIRE_TRANSFER,US
TXN_100164,CUST_1048,2026-05-05 11:00:00,209.09,WIRE_TRANSFER,CA
TXN_100165,CUST_1008,2026-06-03 11:00:00,113.22,ATM_WITHDRAWAL,CA
TXN_100166,CUST_1021,2026-06-29 07:00:00,2389.08,ATM_WITHDRAWAL,US
TXN_100167,CUST_1029,2026-06-04 20:00:00,2537.65,CASH_DEPOSIT,US
TXN_100168,CUST_1025,2026-05-04 12:00:00,757.47,WIRE_TRANSFER,CA
TXN_100169,CUST_1038,2026-06-09 13:00:00,941.74,PAYMENT,US
TXN_100170,CUST_1022,2026-05-15 00:00:00,668.6,CASH_DEPOSIT,US
TXN_100171,CUST_1065,2026-05-14 20:00:00,400.15,PAYMENT,US
TXN_100172,CUST_1069,2026-05-06 02:00:00,1977.05,ATM_WITHDRAWAL,US
TXN_100173,CUST_1014,2026-06-16 00:00:00,2039.06,PAYMENT,US
TXN_100174,CUST_1028,2026-06-07 00:00:00,438.5,CASH_DEPOSIT,CA
TXN_100175,CUST_1067,2026-05-22 01:00:00,1031.77,WIRE_TRANSFER,CA
TXN_100176,CUST_1037,2026-05-13 14:00:00,925.97,PAYMENT,US
TXN_100177,CUST_1014,2026-05-29 07:00:00,1009.34,CASH_DEPOSIT,US
TXN_100178,CUST_1044,2026-05-02 18:00:00,1260.37,ATM_WITHDRAWAL,CA
TXN_100179,CUST_1026,2026-05-05 19:00:00,4804.01,ATM_WITHDRAWAL,US
TXN_100180,CUST_1005,2026-05-08 22:00:00,519.37,ATM_WITHDRAWAL,US
TXN_100181,CUST_1089,2026-05-13 07:00:00,169.37,WIRE_TRANSFER,US
TXN_100182,CUST_1059,2026-06-12 11:00:00,1259.07,PAYMENT,US
TXN_100183,CUST_1036,2026-05-08 09:00:00,1298.05,CASH_DEPOSIT,US
TXN_100184,CUST_1050,2026-05-29 13:00:00,2763.0,PAYMENT,MX
TXN_100185,CUST_1000,2026-06-15 04:00:00,281.42,CASH_DEPOSIT,US
TXN_100186,CUST_1086,2026-06-26 00:00:00,569.74,ATM_WITHDRAWAL,US
TXN_100187,CUST_1014,2026-05-21 14:00:00,2055.33,CASH_DEPOSIT,US
TXN_100188,CUST_1056,2026-06-22 08:00:00,771.67,ATM_WITHDRAWAL,US
TXN_100189,CUST_1074,2026-06-07 01:00:00,649.16,ATM_WITHDRAWAL,CA
TXN_100190,CUST_1016,2026-06-12 11:00:00,237.73,ATM_WITHDRAWAL,US
TXN_100191,CUST_1070,2026-06-21 05:00:00,3704.94,CASH_DEPOSIT,US
TXN_100192,CUST_1062,2026-06-12 21:00:00,29.77,WIRE_TRANSFER,US
TXN_100193,CUST_1070,2026-05-17 19:00:00,251.42,CASH_DEPOSIT,US
TXN_100194,CUST_1091,2026-06-09 16:00:00,1367.23,ATM_WITHDRAWAL,US
TXN_100195,CUST_1086,2026-06-20 23:00:00,654.76,ATM_WITHDRAWAL,US
TXN_100196,CUST_1048,2026-06-14 15:00:00,1338.11,PAYMENT,US
TXN_100197,CUST_1046,2026-06-19 01:00:00,881.77,WIRE_TRANSFER,US
TXN_100198,CUST_1037,2026-06-20 03:00:00,620.52,CASH_DEPOSIT,US
TXN_100199,CUST_1002,2026-06-01 09:00:00,3425.82,WIRE_TRANSFER,US
TXN_100200,CUST_1096,2026-05-23 22:00:00,2756.89,PAYMENT,MX
TXN_100201,CUST_1007,2026-05-01 22:00:00,404.14,ATM_WITHDRAWAL,US
TXN_100202,CUST_1071,2026-06-23 14:00:00,305.02,CASH_DEPOSIT,US
TXN_100203,CUST_1007,2026-06-03 02:00:00,6738.25,PAYMENT,US
TXN_100204,CUST_1045,2026-06-12 15:00:00,4344.62,PAYMENT,US
TXN_100205,CUST_1013,2026-05-31 22:00:00,146.41,PAYMENT,US
TXN_100206,CUST_1032,2026-05-23 20:00:00,206.49,ATM_WITHDRAWAL,MX
TXN_100207,CUST_1028,2026-06-29 17:00:00,3632.35,WIRE_TRANSFER,US
TXN_100208,CUST_1010,2026-06-11 01:00:00,1348.48,ATM_WITHDRAWAL,US
TXN_100209,CUST_1004,2026-06-06 05:00:00,1214.6,PAYMENT,US
TXN_100210,CUST_1043,2026-06-04 19:00:00,2173.38,WIRE_TRANSFER,US
TXN_100211,CUST_1073,2026-05-30 23:00:00,3384.31,ATM_WITHDRAWAL,CA
TXN_100212,CUST_1080,2026-06-19 18:00:00,479.35,CASH_DEPOSIT,US
TXN_100213,CUST_1024,2026-06-08 08:00:00,1563.69,WIRE_TRANSFER,US
TXN_100214,CUST_1025,2026-06-27 12:00:00,486.81,WIRE_TRANSFER,US
TXN_100215,CUST_1017,2026-05-21 09:00:00,1044.0,PAYMENT,US
TXN_100216,CUST_1036,2026-05-25 05:00:00,1920.53,WIRE_TRANSFER,US
TXN_100217,CUST_1085,2026-05-21 05:00:00,1374.77,ATM_WITHDRAWAL,US
TXN_100218,CUST_1052,2026-05-07 09:00:00,2741.23,CASH_DEPOSIT,US
TXN_100219,CUST_1061,2026-06-27 13:00:00,665.14,PAYMENT,CY
TXN_100220,CUST_1064,2026-06-20 20:00:00,2220.96,PAYMENT,US
TXN_100221,CUST_1010,2026-06-09 10:00:00,3716.75,PAYMENT,CA
TXN_100222,CUST_1098,2026-06-23 01:00:00,1644.5,ATM_WITHDRAWAL,CY
TXN_100223,CUST_1068,2026-06-25 00:00:00,57.52,WIRE_TRANSFER,US
TXN_100224,CUST_1098,2026-06-21 10:00:00,1038.86,CASH_DEPOSIT,US
TXN_100225,CUST_1097,2026-05-09 01:00:00,643.27,CASH_DEPOSIT,US
TXN_100226,CUST_1000,2026-05-25 10:00:00,865.94,PAYMENT,US
TXN_100227,CUST_1002,2026-06-19 04:00:00,1789.67,PAYMENT,US
TXN_100228,CUST_1097,2026-05-12 18:00:00,154.08,CASH_DEPOSIT,MX
TXN_100229,CUST_1060,2026-05-17 09:00:00,895.9,CASH_DEPOSIT,US
TXN_100230,CUST_1061,2026-05-16 23:00:00,1986.41,ATM_WITHDRAWAL,CA
TXN_100231,CUST_1086,2026-06-06 21:00:00,2847.66,PAYMENT,US
TXN_100232,CUST_1088,2026-05-12 14:00:00,6603.34,ATM_WITHDRAWAL,CY
TXN_100233,CUST_1046,2026-06-01 09:00:00,3900.38,PAYMENT,US
TXN_100234,CUST_1084,2026-05-22 06:00:00,202.64,WIRE_TRANSFER,CA
TXN_100235,CUST_1047,2026-05-08 17:00:00,4340.76,ATM_WITHDRAWAL,US
TXN_100236,CUST_1093,2026-06-21 06:00:00,586.51,ATM_WITHDRAWAL,CA
TXN_100237,CUST_1016,2026-05-14 23:00:00,1243.78,ATM_WITHDRAWAL,US
TXN_100238,CUST_1002,2026-06-06 10:00:00,882.5,PAYMENT,US
TXN_100239,CUST_1038,2026-05-15 23:00:00,1169.59,CASH_DEPOSIT,US
TXN_100240,CUST_1012,2026-05-18 00:00:00,844.83,PAYMENT,MX
TXN_100241,CUST_1065,2026-06-24 02:00:00,6969.85,WIRE_TRANSFER,US
TXN_100242,CUST_1012,2026-05-13 17:00:00,4055.44,PAYMENT,US
TXN_100243,CUST_1045,2026-06-21 16:00:00,67.48,CASH_DEPOSIT,US
TXN_100244,CUST_1015,2026-06-25 11:00:00,771.96,ATM_WITHDRAWAL,US
TXN_100245,CUST_1083,2026-05-05 00:00:00,15.03,WIRE_TRANSFER,US
TXN_100246,CUST_1029,2026-06-19 03:00:00,409.09,WIRE_TRANSFER,US
TXN_100247,CUST_1064,2026-06-22 13:00:00,847.33,ATM_WITHDRAWAL,US
TXN_100248,CUST_1087,2026-05-04 11:00:00,4502.43,ATM_WITHDRAWAL,CA
TXN_100249,CUST_1042,2026-06-29 05:00:00,3179.41,ATM_WITHDRAWAL,CY
TXN_100250,CUST_1010,2026-05-13 01:00:00,2050.08,CASH_DEPOSIT,US
TXN_100251,CUST_1071,2026-05-20 21:00:00,2673.62,CASH_DEPOSIT,US
TXN_100252,CUST_1097,2026-06-26 08:00:00,4739.29,CASH_DEPOSIT,CA
TXN_100253,CUST_1004,2026-05-05 21:00:00,375.64,ATM_WITHDRAWAL,US
TXN_100254,CUST_1019,2026-06-27 16:00:00,462.13,CASH_DEPOSIT,US
TXN_100255,CUST_1081,2026-05-17 23:00:00,2547.87,ATM_WITHDRAWAL,US
TXN_100256,CUST_1088,2026-05-09 03:00:00,2960.53,WIRE_TRANSFER,US
TXN_100257,CUST_1055,2026-05-03 08:00:00,4683.51,ATM_WITHDRAWAL,MX
TXN_100258,CUST_1008,2026-05-15 07:00:00,1210.62,CASH_DEPOSIT,US
TXN_100259,CUST_1087,2026-06-29 14:00:00,461.16,WIRE_TRANSFER,CA
TXN_100260,CUST_1089,2026-05-18 05:00:00,383.04,CASH_DEPOSIT,US
TXN_100261,CUST_1068,2026-05-13 16:00:00,1035.23,WIRE_TRANSFER,US
TXN_100262,CUST_1092,2026-06-20 02:00:00,1637.56,PAYMENT,US
TXN_100263,CUST_1076,2026-06-14 00:00:00,1114.9,WIRE_TRANSFER,MX
TXN_100264,CUST_1091,2026-06-02 15:00:00,619.72,CASH_DEPOSIT,US
TXN_100265,CUST_1052,2026-06-11 03:00:00,1810.92,ATM_WITHDRAWAL,US
TXN_100266,CUST_1004,2026-06-12 12:00:00,949.55,WIRE_TRANSFER,MX
TXN_100267,CUST_1041,2026-05-10 10:00:00,2050.99,CASH_DEPOSIT,US
TXN_100268,CUST_1099,2026-05-02 13:00:00,1072.29,CASH_DEPOSIT,US
TXN_100269,CUST_1095,2026-05-13 13:00:00,5969.75,ATM_WITHDRAWAL,US
TXN_100270,CUST_1094,2026-06-03 23:00:00,2280.14,CASH_DEPOSIT,US
TXN_100271,CUST_1029,2026-05-07 09:00:00,4954.93,CASH_DEPOSIT,US
TXN_100272,CUST_1059,2026-05-15 04:00:00,2342.47,CASH_DEPOSIT,US
TXN_100273,CUST_1099,2026-06-19 03:00:00,282.96,ATM_WITHDRAWAL,CA
TXN_100274,CUST_1016,2026-05-10 21:00:00,99.5,CASH_DEPOSIT,US
TXN_100275,CUST_1081,2026-06-19 13:00:00,1700.76,PAYMENT,US
TXN_100276,CUST_1098,2026-06-21 11:00:00,111.82,ATM_WITHDRAWAL,CA
TXN_100277,CUST_1078,2026-06-01 18:00:00,1734.68,ATM_WITHDRAWAL,US
TXN_100278,CUST_1045,2026-06-03 03:00:00,171.7,CASH_DEPOSIT,MX
TXN_100279,CUST_1014,2026-06-24 10:00:00,2758.38,PAYMENT,CA
TXN_100280,CUST_1083,2026-05-22 10:00:00,3048.05,ATM_WITHDRAWAL,CY
TXN_100281,CUST_1055,2026-05-28 20:00:00,826.39,ATM_WITHDRAWAL,US
TXN_100282,CUST_1005,2026-05-19 04:00:00,570.84,ATM_WITHDRAWAL,US
TXN_100283,CUST_1037,2026-05-15 01:00:00,345.39,CASH_DEPOSIT,MX
TXN_100284,CUST_1023,2026-05-12 17:00:00,966.66,ATM_WITHDRAWAL,US
TXN_100285,CUST_1059,2026-06-15 16:00:00,2258.17,CASH_DEPOSIT,CA
TXN_100286,CUST_1045,2026-06-19 19:00:00,1486.13,ATM_WITHDRAWAL,US
TXN_100287,CUST_1052,2026-05-24 02:00:00,2398.41,PAYMENT,US
TXN_100288,CUST_1077,2026-05-07 16:00:00,1745.47,WIRE_TRANSFER,US
TXN_100289,CUST_1037,2026-06-17 21:00:00,601.62,WIRE_TRANSFER,US
TXN_100290,CUST_1071,2026-05-11 12:00:00,27.53,CASH_DEPOSIT,US
TXN_100291,CUST_1063,2026-05-18 13:00:00,1384.51,ATM_WITHDRAWAL,US
TXN_100292,CUST_1044,2026-05-25 00:00:00,2280.18,PAYMENT,US
TXN_100293,CUST_1085,2026-06-20 23:00:00,425.7,CASH_DEPOSIT,KY
TXN_100294,CUST_1031,2026-05-15 15:00:00,1454.11,WIRE_TRANSFER,CA
TXN_100295,CUST_1073,2026-06-09 17:00:00,122.76,PAYMENT,US
TXN_100296,CUST_1076,2026-05-30 00:00:00,132.76,CASH_DEPOSIT,US
TXN_100297,CUST_1065,2026-06-07 06:00:00,1764.19,WIRE_TRANSFER,CA
TXN_100298,CUST_1097,2026-06-11 22:00:00,175.67,PAYMENT,US
TXN_100299,CUST_1066,2026-06-28 05:00:00,4138.29,CASH_DEPOSIT,US
TXN_100300,CUST_1031,2026-06-10 17:00:00,3081.56,PAYMENT,CA
TXN_100301,CUST_1061,2026-05-20 14:00:00,1003.63,ATM_WITHDRAWAL,US
TXN_100302,CUST_1079,2026-05-04 05:00:00,2307.55,WIRE_TRANSFER,US
TXN_100303,CUST_1040,2026-06-29 09:00:00,137.73,WIRE_TRANSFER,US
TXN_100304,CUST_1086,2026-05-12 12:00:00,3091.05,CASH_DEPOSIT,US
TXN_100305,CUST_1054,2026-06-15 03:00:00,311.56,CASH_DEPOSIT,CA
TXN_100306,CUST_1054,2026-06-01 18:00:00,1225.75,PAYMENT,CA
